Energy (pred),datetime,p54.162.13,p55.162.13,cape.13,p59.162.13,lai_lv.13,lai_hv.13,u10n.13,v10n.13,sp.13,stl1.13,u10.13,v10.13,t2m.13,stl2.13,stl3.13,iews.13,inss.13,stl4.13,fsr.13,flsr.13,u100.13,v100.13
695.6853556017231,2010-01-01 00:00:00,2380345.28519982,10.5379422297401,10.3825104023808,2220341.03748052,2.3469356211294903,2.4339554120334,1.2581524982894499,4.38905925524294,96056.6013163216,278.71308110781297,1.25847343723768,4.431972757924809,277.37203542495604,280.49454377295,282.003767268074,0.2237626710484569,0.46994479078402007,285.865293007001,0.4264986586941739,-5.69238319729936,3.0280442355366097,6.80197669468971
107.80277455187775,2010-01-01 06:00:00,2387185.95087971,11.0386276429498,1.1367712119395,3593417.44574608,2.34654332770223,2.43382133927566,0.25859988259459304,-0.063731441780414,96132.83456855713,278.298853117254,0.788412698164759,-0.341772545179483,276.877147757045,280.0116301625,281.98689519462397,0.0491436620882283,0.0373466408400243,285.844042932986,0.426720304431144,-5.673355291344251,1.9059315167853301,0.819460629896615
917.0164087690605,2010-01-01 12:00:00,2411521.37053088,9.63548895450946,0.2652466161191569,4477477.46144464,2.34615103427496,2.43367609378811,4.50595918523287,1.31448846319347,96882.1021575008,280.531222569432,4.48011820526563,1.30931295318322,281.085733107248,279.880559134523,281.958682875084,0.3638380237165061,0.0750260827866346,285.823565588934,0.420983980432554,-5.77264341450097,6.25470682260324,1.6581404318244901
575.8494202525255,2010-01-01 18:00:00,2423919.51229152,10.7249370525356,4.28183823163886,6237005.69677908,2.3457587408477,2.43354202103037,1.6204163900723505,0.278042061395502,97243.8612845818,279.68400718115396,2.1151021237015604,0.4764645159560149,278.417186883809,280.376231871591,281.945406489419,0.152444069660536,0.0571062035245035,285.803281427374,0.41864181354039603,-5.8076862814974595,4.680087110043161,1.2769676961475802
549.7117806374858,2010-01-02 00:00:00,2436652.00627165,13.533924499311901,1.2504483331333602,5666546.23736801,2.34534029452529,2.43339677554282,0.958360644987479,1.2442562682376899,97438.05946956108,277.77865982678503,1.13341815454222,1.58136286041449,276.08614355756697,279.87862593352,281.92936419007196,0.0983972964187046,0.105619336736053,285.783963178269,0.4196673385920471,-5.780384365279289,2.68644068992142,3.51760481123271
515.7544330531955,2010-01-02 06:00:00,2442390.21328186,17.2284272844715,1.0230940907456398,4744002.13513874,2.3449480010980297,2.43325153005526,-0.6784806946193349,2.1903047953401003,97463.93564835661,277.117010466101,-0.726595270725197,2.30706120630252,275.328947938466,279.274307300106,281.890917989915,0.0152611284045114,0.156040289792999,285.762906286744,0.4267533858844229,-5.6514998524701205,0.0038327543705634,4.52940887923374
1139.9812418551037,2010-01-02 12:00:00,2448837.78919018,18.494029925710798,1.51569494925275,3816804.14337552,2.34450340188046,2.43311745729752,-0.569062213019602,5.67131833938616,97447.4459265752,279.625700915653,-0.562552164601157,5.65341422120999,281.401668461792,279.305238516148,281.843620865981,0.0397226649176339,0.648939174136182,285.742428942693,0.426879095406883,-5.69521073021839,-0.3780517606357009,8.78068228329528
1472.373571234532,2010-01-02 18:00:00,2446099.71560893,21.950046560058603,1.6672644441778202,4091025.63437576,2.3441111084532,2.4329833845397904,-0.34615902246339003,6.33713345493232,97140.1028813727,280.439960588648,-0.360256854358507,6.416684677048121,281.736839732757,279.93430212239497,281.814578772337,0.0736051986013507,0.9215530027589448,285.721372051168,0.42681954879098105,-5.71050721978034,-0.0856223854459728,10.463031059084
1564.7890966041198,2010-01-03 00:00:00,2445376.79189111,21.867389428243197,0.0,3883748.55436383,2.34371881502594,2.43283813905223,0.1791236206218139,6.75817894053358,96979.51836002473,280.60321813205,0.176745241921983,6.8160622902214,282.135547818566,280.288077905872,281.80434489172,0.142609870859652,1.0589160316276,285.702053802063,0.42721652623033,-5.71326522320136,0.798989552739771,10.9983692074889
1370.7473023717203,2010-01-03 06:00:00,2439593.40214854,23.8437078996003,48.464346002354,4421093.79978336,2.3433003687035296,2.43270406629449,0.37799910406997705,5.41611818543791,96856.9870427876,281.238502920508,0.3727877880298599,5.44189715778721,282.906733195065,280.673171545591,281.806834214032,0.1788063336729889,0.7350636128712909,285.682156005485,0.4273422357527899,-5.69827002813078,1.2164468718836101,8.92935960689702
786.0113850015093,2010-01-03 12:00:00,2438924.69770955,17.1403500128649,40.6585170137027,4711961.89565503,2.34282961659081,2.4325141298877,3.75629472346173,1.1795870194170202,97090.12633997381,282.380798713321,3.7058788815187595,1.16389497208006,284.44327488247995,281.122447458596,281.82536583569,0.285494994613668,0.0955351461246631,285.662258208907,0.427444788257955,-5.68577789498851,5.24663632888122,1.83076578070436
72.29448724693589,2010-01-03 18:00:00,2434591.67367586,12.7825576207603,31.2612083283361,3150760.95276724,2.34243732316355,2.43236888440014,0.2671019943405189,0.432413816644848,97177.7755534426,282.164305014461,0.716689815442365,1.54935698897552,282.58205424214697,281.706660801584,281.864641809952,0.0203021882940401,0.0222203549229402,285.642360412328,0.4225553494633089,-5.70065720756242,1.42726804934597,1.75093902977725
277.30986499752964,2010-01-04 00:00:00,2434767.88633208,10.7886236950819,1.9325110602972,1433117.72323832,2.34204502973629,2.4322348116424,-0.9971250565753141,-0.0296583967028556,97147.5866781812,281.254727272647,-1.6181658744128,-0.0415435554856336,281.132948538462,281.672636463938,281.910279385678,-0.0482892823339722,0.0143846662721984,285.623235345714,0.4241928814006229,-5.66654140053938,-3.06693724985789,0.5385702500718711
675.263910612771,2010-01-04 06:00:00,2423088.15001602,10.577238243226098,0.6441703534324009,1237296.37130995,2.3416527363090296,2.43208956615485,-2.9222988814787203,-0.660009730637684,96733.4409734409,280.785235082614,-3.0474741936908702,-0.69105401175263,280.834500380664,281.439879063224,281.944576715314,-0.1682830357699649,0.0019157008540615,285.6041102791,0.42606198351089003,-5.705176624932999,-5.67473767082533,-0.38342872313617204
903.0290777862631,2010-01-04 12:00:00,2416495.98936414,11.3204749120909,1.2883407068648,1028587.32528757,2.34120813709146,2.4319443206673,-4.386510386940009,-0.1854208884859789,96502.0774924466,282.126279189135,-4.34621008544869,-0.17756850910127103,283.535689371362,281.376083430138,281.9705763039101,-0.271170241711983,0.0241281747683381,285.584212482522,0.419280285588682,-5.83417702023885,-5.740651984374349,0.0346638848445311
1156.5832643855374,2010-01-04 18:00:00,2409018.24715792,13.5196966323601,0.606277979700963,876977.923931692,2.3408158436642004,2.43181024790956,-4.76208193189045,-3.04790435913432,96351.89418022221,282.09890059489896,-4.811857108661768,-3.08175345228118,282.306922346677,281.84121159136504,282.007639547227,-0.455871370451269,-0.28091859122619106,285.566246510854,0.412131383535076,-5.95898246916484,-7.46227107873821,-4.73897582059625
842.1628200096517,2010-01-05 00:00:00,2409705.02468985,10.5467499569007,0.341031363581806,1077811.15689662,2.34039739734179,2.43166500242201,-3.6168844454175697,-3.13030549876066,96488.5051829803,281.42812503613703,-3.67826775199296,-3.1916866628759104,281.029191171103,281.788241883894,282.047745295592,-0.301499241375213,-0.2889586891460829,285.547314626731,0.411757563113022,-5.958959292665499,-5.8813738125068,-5.2508648609163
425.2987034337251,2010-01-05 06:00:00,2403049.60821266,9.272339588500753,2.7661432823861096,1435265.67225398,2.3400051039145295,2.43151975693446,-2.3970162383935203,-3.3257039817564498,96537.9743483245,280.791319214666,-2.40711758435914,-3.34197510267631,279.636627403563,281.58486913842,282.0792767115489,-0.145474305777999,-0.24419305920228002,285.529348655064,0.4125845994449989,-5.93638538231194,-3.5895435929966,-5.4489349866541685
226.5349204003303,2010-01-05 12:00:00,2405493.99403354,9.91801374112445,4.05448398925091,1597793.8144395,2.3396128104872598,2.4313856841767203,-1.1154153069533999,-4.07009571146107,96772.3820856477,280.767996708466,-1.07675006227247,-3.90242574276529,279.150483334024,281.272850496599,282.099191290047,-0.0980387586207956,-0.33788064089593106,285.50945085848497,0.413173449313366,-5.9092688780884695,-1.5707869581895102,-5.273316134614539
85.27874112492327,2010-01-05 18:00:00,2397040.30480826,9.980345348722961,4.16816111044477,1810082.77548799,2.33922051706,2.4312404386891697,-0.36575084518226103,-2.93351627923109,96759.5708402637,279.665754784997,-0.3661418088382929,-2.87580262736952,277.48570220380503,281.083783438544,282.109701762033,-0.0132497840854455,-0.142874198127036,285.492450799273,0.413348781015745,-5.8929757990550495,-0.746858038826682,-4.19166365955229
116.4852885032758,2010-01-06 06:00:00,2381438.70732303,8.48912938867599,8.98049257432194,2293371.30401322,2.33835747152003,2.43091642952463,0.543605454599303,-0.20941109369364802,96633.1073586018,275.18681957251897,0.702345238897887,-0.592949057994036,273.997589359537,278.934063923648,282.047192112856,0.0214591528588499,-0.0072145798346289,285.45767795088403,0.415535465077491,-5.84850009682869,1.2305713676441101,-1.10835540499293
181.70891541345986,2010-01-07 00:00:00,2370468.33990509,8.8746368313233,0.7957398483576981,1443320.48106274,2.33710213255279,2.4305030385216,-0.6356004788572779,-1.4482096611563,96525.5436349816,275.663916927618,-0.7100438362507979,-1.46023859600883,273.286443358533,278.437617906179,281.820940373802,-0.0390335658154934,-0.0818239630743005,285.402234575952,0.41116871324465504,-5.7439972613213,-1.7167400810480702,-2.96382844685479
263.23992514250745,2010-01-07 06:00:00,2368507.4093205,6.94438954819117,11.7466358567081,854424.459267181,2.33670983912552,2.43035779303405,0.10075632974633,-3.89764438127261,96588.07773373721,275.853539043247,0.0884709247251898,-3.9775699626654895,273.941047423392,277.849538161186,281.72938863098204,-0.0608506118947648,-0.332838545590237,285.3834958743201,0.4084957318197059,-5.7752623589259695,-0.9901132435909472,-6.51262644275782
1041.8531685009423,2010-01-07 12:00:00,2379699.17212702,6.112398090245839,0.5683856059697521,935330.5388573308,2.3363175456982597,2.4302125475465,-2.63692365244158,-6.11656452091523,96941.8456879549,277.575855425043,-2.61235537184168,-6.067344633686299,276.902795645605,277.805847818527,281.630092329856,-0.3530668048353089,-0.8239658829341211,285.363984442724,0.41214792426171504,-5.91279170598759,-4.0378655510245,-8.38805617235145
1028.1347910277884,2010-01-07 18:00:00,2384285.21946195,5.71469533306839,2.7282509086546702,1187177.56094437,2.33589909937585,2.43007847478876,-2.65762444625775,-4.85690490544591,97166.9938122778,276.785932280257,-2.71497426558295,-4.97705766531952,274.763528577012,278.183208654236,281.548497876285,-0.305465977025989,-0.682719077951619,285.344086646146,0.40501225478942,-6.004385231364652,-4.127843820313649,-8.279791141406571
564.4073187717088,2010-01-08 00:00:00,2389305.02102757,6.024998336113138,11.5571739880515,1212952.94913238,2.3355068059485897,2.42993322930121,-1.8569473140110504,-3.7919484047054905,97461.9061441373,275.584823210938,-1.89917245082259,-3.89685950425417,273.536510272001,277.77105020048,281.46607364861,-0.16456422109736202,-0.4039729712543621,285.32457521455,0.4035699034264529,-5.99926322501133,-2.98009775740441,-6.526097206976769
137.5005986032138,2010-01-08 06:00:00,2389417.97785848,6.333268786736209,8.98049257432194,1460504.07318808,2.33506220673102,2.42978798381365,-1.2074599080288502,-2.22597906767159,97542.19840481132,275.408383381423,-1.26065488976579,-2.35327198713758,273.451405914504,277.37938367735296,281.371479400741,-0.0577929198306245,-0.1943171975297319,285.303711505516,0.40320269929505603,-5.97988767156618,-1.59746656129269,-4.58580824225487
522.6848023800881,2010-01-08 12:00:00,2397727.0823402,6.1909901172178685,0.833632222088909,1630371.04117713,2.3346699133037596,2.4296539110559103,-1.7863428208166299,-5.557488434336518,97729.5470130507,276.851336699819,-1.74138210883333,-5.42340041593043,276.39799856620397,277.232847041355,281.27024696003997,-0.155721706209172,-0.5833080367217739,285.281881884028,0.40147915557921604,-6.00375946588257,-2.221560022118,-7.25202172322012
100.37588342017762,2010-01-08 18:00:00,2399669.93983184,6.063616832125268,0.113677121193859,1762469.90564069,2.3341991611910498,2.42946397464912,-0.311411261414826,-2.9175228090926404,97802.862852971,276.4649943145,-0.3157518861051239,-3.1694217088314103,274.51171294386904,277.673616869949,281.185333410052,-0.0098615307170737,-0.23908282747353501,285.261404539976,0.39951411725444,-6.00308734740182,-0.598289268605067,-5.835096894264032
55.013600005195144,2010-01-09 00:00:00,2403551.1365418998,6.1909901172178685,3.67556025193767,1947014.52523681,2.3338068677637898,2.4293187291615697,-0.164657419539509,-1.4381268212864098,97945.8160564143,274.64837388589297,0.12561969987884,-1.90345033745723,271.918361666438,277.206168867519,281.101526225537,0.0055922102557434,-0.114052491176917,285.23996128347,0.398174318396637,-6.0032032298985,-0.0683591128497989,-4.22608894588961
4.8120286477987975,2010-01-09 06:00:00,2399886.81694719,6.070392006864232,3.67556025193767,2266521.94131737,2.33341457433652,2.42918465640383,-0.3117809184472579,-0.776483915341582,97840.5355250408,274.844587144579,-0.46177231913481803,-1.09669364325092,272.968759284314,276.758439515316,281.001400150308,-0.0133324244115033,-0.0576355328915759,285.217552114508,0.397049548985149,-5.9900621547748205,-0.7871390082177541,-2.8381013141446
315.093717921349,2010-01-10 06:00:00,2414675.12524987,4.89557670712709,0.0,1263429.75100057,2.33176694194202,2.4286260199132403,-1.13352850154255,0.14140219695182502,97403.938429875,273.61762051403804,-1.9602288535503798,0.436805066564243,269.450335299019,276.067513476985,280.62440611567297,-0.0640735846110209,0.0221522184998902,285.126176796241,0.394816550888812,-6.00577582132483,-3.4723625911316605,0.7745580825001199
404.330710747421,2010-01-10 12:00:00,2417368.01609876,6.596145566608191,0.0,787480.048278872,2.33137464851476,2.4284807744256898,-2.9714632667921204,-0.310934860659434,97130.71642435867,274.063790197871,-2.8150184917393197,-0.30072153615993,275.879794635965,275.73732274573996,280.506578192889,-0.198116193476847,0.0072303418519558,285.101063072404,0.3952036038921769,-6.0219066648628905,-3.65859668338129,-0.1688943300195819
326.7107017227504,2010-01-10 18:00:00,2410125.22410083,10.1964734228961,2.5387890399981603,465824.68318263703,2.3309823550875,2.4283467016679503,-1.7068665588438503,-0.0376551317720786,96850.77168611619,275.335373796795,-2.50826523948046,0.100743416455021,274.627711348951,276.151414400498,280.397601193882,-0.0849815871036559,0.0308736806502811,285.07788117347803,0.395101051387012,-6.027677613197629,-4.16289349497861,0.578483625535422
141.1236003382162,2010-01-11 00:00:00,2415086.28811439,10.927514777230801,0.151569494925297,261590.530942902,2.33056390876509,2.4282014561804,-0.5405986215223749,0.35557562315362,97014.7809958342,274.651922962924,-1.3577566386822701,1.15311038496475,273.34648273402803,276.198584504962,280.304389902854,-0.0155637132150651,0.0256953124984865,285.052767449641,0.393585920826831,-5.99166133322902,-1.65867270958821,1.4815237453982801
105.60254696117988,2010-01-11 06:00:00,2424457.18680665,9.06637427643611,0.0757847474626487,1314085.54862006,2.33011930954752,2.4280115197736003,-0.250048194031192,0.695610705662313,97229.274223006,273.90560276451197,-0.568437119080943,2.35159111439153,271.884553086062,275.874966657126,280.207859515409,0.0030303601479502,0.0389819149932225,285.027653725805,0.3937811014011779,-5.96313106254603,0.049345018487748,2.65597481841329
